classname,day,time,building,room
Intrmedt Progrmming Using Java,TuTh,06:00 PM-07:15 PM,SENSQ,5129
Intrmedt Progrmming Using Java,TuTh,06:00 PM-07:15 PM,SENSQ,5129
Data Structures,MoWeFr,09:00 AM-09:50 AM,SENSQ,5129
Data Structures,MoWeFr,09:00 AM-09:50 AM,SENSQ,5129
Computr Orgztn & Assmbly Lang,MoWe,11:00 AM-12:15 PM,SENSQ,5129
Computr Orgztn & Assmbly Lang,MoWe,11:00 AM-12:15 PM,SENSQ,5129
Intro To Operating Systems,TuTh,11:00 AM-12:15 PM,SENSQ,5129
Intro To Operating Systems,TuTh,11:00 AM-12:15 PM,SENSQ,5129
Machine Learning,TuTh,01:00 PM-02:15 PM,SENSQ,5313
Machine Learning,TuTh,01:00 PM-02:15 PM,SENSQ,5313
Intro Natural Lang Procssng,TuTh,02:30 PM-03:45 PM,SENSQ,5313
Intro Natural Lang Procssng,TuTh,02:30 PM-03:45 PM,SENSQ,5313
Socl Implicatn Cmptng Technlgy,TuTh,04:00 PM-05:15 PM,SENSQ,5313
Compiler Design,MoWe,04:30 PM-05:45 PM,SENSQ,5313
Intro To Theory Of Computation,MoWeFr,09:30 AM-10:45 AM,SENSQ,5313
Computer Vision,TuTh,09:30 AM-10:45 AM,SENSQ,5313
Computer Vision,TuTh,09:30 AM-10:45 AM,SENSQ,5313
Principles Of Database Systems,TuTh,11:00 AM-12:15 PM,SENSQ,5313
Intro To Systems Software,MoWe,01:00 PM-02:15 PM,SENSQ,5502
Intro To Systems Software,MoWe,01:00 PM-02:15 PM,SENSQ,5502
Intro To Computer Programming,TuTh,01:00 PM-02:15 PM,SENSQ,5502
Intro To Operating Systems,TuTh,02:30 PM-03:45 PM,SENSQ,5502
Intro To Operating Systems,TuTh,02:30 PM-03:45 PM,SENSQ,5502
Intro Computer Progrmmng-Basic,MoWe,03:00 PM-04:15 PM,SENSQ,5502
Int Computer Prgmg With Python,TuTh,04:00 PM-05:15 PM,SENSQ,5502
Intro To Computer Programming,MoWe,04:30 PM-05:45 PM,SENSQ,5502
Prgmg Lang For Web Applctns,MoWe,06:00 PM-07:15 PM,SENSQ,5502
Prgmg Lang For Web Applctns,MoWe,06:00 PM-07:15 PM,SENSQ,5502
Data Structures,TuTh,06:00 PM-07:15 PM,SENSQ,5502
Data Structures,TuTh,06:00 PM-07:15 PM,SENSQ,5502
Algorithm Implementation,MoWe,09:30 AM-10:45 AM,SENSQ,5502
Algorithm Implementation,MoWe,09:30 AM-10:45 AM,SENSQ,5502
Algorithm Implementation,MoWe,09:30 AM-10:45 AM,SENSQ,5502
Intro To Computer Programming,TuTh,09:30 AM-10:45 AM,SENSQ,5502
Intro To Computer Programming,MoWe,11:00 AM-12:15 PM,SENSQ,5502
Int Computer Prgmg With Python,TuTh,11:00 AM-12:15 PM,SENSQ,5502
Intm Web Design & Developmen,MoWe,01:00 PM-02:15 PM,SENSQ,5505
Web Site Design & Developmen,TuTh,04:00 PM-05:15 PM,SENSQ,5505
Intro High Perf Comptng Systms,MoWe,06:00 PM-07:15 PM,SENSQ,5505
Intro Computer Progrmmng-Basic,Th,06:00 PM-08:45 PM,SENSQ,5505
Web Site Design & Developmen,Tu,06:00 PM-08:45 PM,SENSQ,5505
Interface Design Methodology,TuTh,01:00 PM-02:15 PM,SENSQ,6110
Software Design Methodology,TuTh,06:00 PM-07:15 PM,SENSQ,6110
Software Design Methodology,TuTh,06:00 PM-07:15 PM,SENSQ,6110
Software Engineering,MoWe,09:30 AM-10:45 AM,SENSQ,6110
Software Engineering,MoWe,09:30 AM-10:45 AM,SENSQ,6110
Introduction To Simulation,MoWe,11:00 AM-12:15 PM,SENSQ,6110
Bioinformatics Software Design,Fr,01:00 PM-02:50 PM,SENSQ,6516
Bioinformatics Software Design,Fr,01:00 PM-02:50 PM,SENSQ,6516
Research Expernc/Computr Sci,MoWe,03:00 PM-04:15 PM,SENSQ,6516
Public Speaking,TuTh,01:00 PM-02:15 PM,THACK,321
Practicum Seminar And Lab 2,Mo,01:00 PM-03:50 PM,THACK,321
Sem: Latin Amer Lit & Culture,TuTh,02:30 PM-03:45 PM,THACK,321
Public Speaking,TuTh,04:00 PM-05:15 PM,THACK,321
First-Year Programs,Tu,06:00 PM-08:30 PM,THACK,321
First-Year Programs,We,06:00 PM-08:30 PM,THACK,321
Public Speaking,TuTh,09:30 AM-10:45 AM,THACK,321
Orthopaedic Engineering,TuTh,11:00 AM-12:15 PM,THACK,321
First-Year Programs,TuTh,03:00 PM-04:15 PM,THACK,324
First-Year Programs,MoWe,11:00 AM-12:15 PM,THACK,324
First-Year Programs,TuTh,11:00 AM-12:15 PM,THACK,324
Public Speaking,TuTh,02:30 PM-03:45 PM,THACK,325
Sem  Cmpstn: Gender Studies,TuTh,04:00 PM-05:15 PM,THACK,325
Intermediate Russian 2,MoTuWeThFr,10:00 AM-10:50 AM,THACK,325
Public Speaking,TuTh,11:00 AM-12:15 PM,THACK,325
Analysis 4,MoWeFr,02:00 PM-02:50 PM,THACK,524
Numercl Math In Sci Computng 2,MoWe,03:00 PM-04:15 PM,THACK,524
Mathematics Of Finance 2,Mo,06:00 PM-08:30 PM,THACK,524
Finite Element Metho,MoWeFr,10:00 AM-10:50 AM,THACK,524
Ordinary Differentl Equatns 1,MoWeFr,11:00 AM-11:50 AM,THACK,524
Partial Differntl Equations 1,MoWeFr,12:00 PM-12:50 PM,THACK,524
Mathematical Biology,MoWe,02:00 PM-03:15 PM,THACK,525
Intro To Cmptl Neuroscience,TuTh,04:00 PM-05:15 PM,THACK,525
Ordinary Differntl Equations 2,MoWeFr,10:00 AM-10:50 AM,THACK,525
Advanced Calculus 2,MoWeFr,11:00 AM-11:50 AM,THACK,525
Ordinary Differentl Equatns 1,MoWeFr,12:00 PM-12:50 PM,THACK,525
Introduction To Analysis,MoWeFr,01:00 PM-01:50 PM,THACK,627
Analysis 2,MoWeFr,02:00 PM-02:50 PM,THACK,627
Ordinary Differntl Equatns 2,TuTh,04:00 PM-05:15 PM,THACK,627
Ordinary Differentl Equatns 1,TuTh,07:20 PM-08:35 PM,THACK,627
Complex Variables & Applicatns,MoWeFr,02:00 PM-02:50 PM,THACK,703
Advanced Calculus 2,MoWe,03:00 PM-04:15 PM,THACK,703
Intro Theory 1-Variable Calcul,TuTh,04:00 PM-05:15 PM,THACK,703
Matrices & Linear Operators 2,MoWeFr,10:00 AM-10:50 AM,THACK,703
Linear Algebra 1,MoWeFr,11:00 AM-11:50 AM,THACK,703
Abstract Algebra,MoWeFr,12:00 PM-12:50 PM,THACK,703
Differential Equations,MoWeFr,01:00 PM-01:50 PM,THACK,704
Intro Theoretical Mathematics,MoWeFr,02:00 PM-02:50 PM,THACK,704
Numerical Math: Linear Algebra,MoWe,03:00 PM-04:15 PM,THACK,704
Actuarial Mathematics 4,TuTh,04:00 PM-05:15 PM,THACK,704
Intro Theoretical Mathematics,MoWe,04:30 PM-05:45 PM,THACK,704
Differential Equations,MoWe,06:00 PM-07:15 PM,THACK,704
Analytc Geometry & Calculus 1,TuTh,06:00 PM-07:15 PM,THACK,704
Analytc Geometry & Calculus 3,MoWe,07:30 PM-08:45 PM,THACK,704
Analytc Geometry & Calculus 2,TuTh,07:30 PM-08:45 PM,THACK,704
Analytc Geometry & Calculus 1,MoWeFr,09:00 AM-09:50 AM,THACK,704
Intro To Matrices & Linear Alg,MoWeFr,10:00 AM-10:50 AM,THACK,704
Intro Theoretical Mathematics,MoWeFr,11:00 AM-11:50 AM,THACK,704
Linear Algebra 1,MoWeFr,12:00 PM-12:50 PM,THACK,704
Geology Colloquium,Th,03:45 PM-04:50 PM,THAW,11
Geology Colloquium,Th,03:45 PM-04:50 PM,THAW,11
Mechanical Vibrations,Tu,06:00 PM-08:30 PM,THAW,11
Conceptual Physics,MoFr,08:30 AM-09:50 AM,THAW,11
Principles Of Modern Physics 2,MoWeFr,11:00 AM-11:50 AM,THAW,11
"Stars, Galaxies And The Cosmos",TuTh,01:00 PM-02:15 PM,THAW,102
"Stars, Galaxies And The Cosmos",MoWeFr,02:00 PM-02:50 PM,THAW,102
Basic Lab Phys Science & Engrg,Mo,03:00 PM-03:50 PM,THAW,102
Intro To Laboratory Physics,Mo,06:00 PM-06:50 PM,THAW,102
Adv Geographical Informtn,Tu,06:00 PM-08:50 PM,THAW,102
Thermdynmc & Statiscal Mechanc,TuTh,09:30 AM-10:45 AM,THAW,102
Intro To Quantum Mechanics 2,MoWeFr,11:00 AM-11:50 AM,THAW,102
Basc Phys Sci & Engr 2 (Intgd),TuTh,11:00 AM-12:45 PM,THAW,102
Introduction To Astronomy,TuTh,01:00 PM-02:15 PM,THAW,104
Basics Of Space Fligh,TuTh,02:30 PM-03:45 PM,THAW,104
Introduction To Physics 2,TuTh,06:00 PM-07:20 PM,THAW,104
Stonehenge To Hubble,We,06:00 PM-08:30 PM,THAW,104
Intro To Laboratory Physics,Mo,09:00 AM-09:50 AM,THAW,104
Physics And Science Fiction,MoWeFr,10:00 AM-10:50 AM,THAW,104
Intro Phys Science & Engrg 2,MoWeFr,11:00 AM-11:50 AM,THAW,104
Intro To Laboratory Physics,Tu,11:00 AM-11:50 AM,THAW,104
Honors Introduction Astronomy,Tu,12:00 PM-12:50 PM,THAW,104
Geology Laboratory,Tu,01:00 PM-02:50 PM,THAW,203
Geology Laboratory,Tu,03:00 PM-04:50 PM,THAW,203
Environmental Geology,We,06:00 PM-08:30 PM,THAW,203
Environmental Geochemistry,TuTh,09:30 AM-10:45 AM,THAW,203
History Of The Earth,MoWeFr,10:00 AM-10:50 AM,THAW,203
Igneos & Metamorphic Petrology,MoWe,12:00 PM-12:50 PM,THAW,203
Geology Of The Planets,TuTh,11:00 AM-12:15 PM,THAW,205
Astronomical Techniques,MoWe,01:00 PM-02:15 PM,THAW,210
Solr Sys Extrasolar Planets,TuTh,11:00 AM-12:15 PM,THAW,210
Instrumental Analysis Lab,Mo,01:00 PM-04:50 PM,THAW,300
Intro Analytical Chemistry Lab,Th,01:00 PM-04:50 PM,THAW,300
Intro Analytical Chemistry Lab,Tu,01:00 PM-04:50 PM,THAW,300
Instrumental Analysis Lab,We,01:00 PM-04:50 PM,THAW,300
Instrumental Analysis Lab,Mo,06:00 PM-09:50 PM,THAW,300
Intro Analytical Chemistry Lab,Tu,06:00 PM-09:50 PM,THAW,300
Instrumental Analysis Lab,We,06:00 PM-09:50 PM,THAW,300
Instrumental Analysis Lab,Tu,08:00 AM-11:50 AM,THAW,300
Physical Chemstry Laboratory 1,Fr,01:00 PM-04:50 PM,THAW,400
Physical Chemstry Laboratory 1,Th,01:00 PM-04:50 PM,THAW,400
Physical Chemstry Laboratory 1,Tu,01:00 PM-04:50 PM,THAW,400
Physical Chemstry Laboratory 1,We,01:00 PM-04:50 PM,THAW,400
Physical Chemstry Laboratory 1,We,06:00 PM-09:50 PM,THAW,400
Aquatic And Sedimentary Geoche,TuTh,10:00 AM-11:15 AM,THAW,000B9
Design Studio 3,MoWe,06:00 PM-08:30 PM,THAW,00M02
Exrcs-Test Prescrp Suprvsn,Mo,05:30 PM-08:10 PM,TREES,129
Introduction To Dance,Fr,09:00 AM-11:55 AM,TREES,129
Fitness Assmnt & Exrcs Prescrp,MoWe,10:00 AM-10:55 AM,TREES,129
Behavior Change Strategies,TuTh,10:30 AM-11:55 AM,TREES,129
Fitness Assmnt & Exrcs Prescrp,MoWe,12:30 PM-01:25 PM,TREES,129
Behavior Change Strategies,TuTh,12:30 PM-01:55 PM,TREES,129
Chronic Disease Case Studies,Th,05:30 PM-08:10 PM,TREES,132
Psychosocial Aspects Of Health,Tu,05:30 PM-08:10 PM,TREES,132
Physiology Of Exercise,TuTh,10:30 AM-11:55 AM,TREES,132
Physiology Of Exercise,TuTh,12:30 PM-01:55 PM,TREES,132
Weight Mgt & Physical Activity,MoWe,01:30 PM-02:55 PM,TREES,134
Weight Mgt & Physical Activity,MoWe,01:30 PM-02:55 PM,TREES,134
Adv Res Meth-Movement Sci,Fr,01:00 PM-02:00 PM,TREES,140
Cycle Exercise,MoWe,03:00 PM-03:55 PM,TREES,140
Cycle Exercise,TuTh,03:00 PM-03:55 PM,TREES,140
Cycle Exercise,MoWe,04:00 PM-04:55 PM,TREES,140
Cycle Exercise,TuTh,04:00 PM-04:55 PM,TREES,140
Cycle Exercise,MoWe,10:00 AM-10:55 AM,TREES,140
Kettle Bell And Conditioning,MoWe,10:00 AM-10:55 AM,TREES,140
Cycle Exercise,TuTh,10:00 AM-10:55 AM,TREES,140
Kettle Bell And Conditioning,TuTh,10:00 AM-10:55 AM,TREES,140
Cycle Exercise,MoWe,11:00 AM-11:55 AM,TREES,140
Kettle Bell And Conditioning,MoWe,11:00 AM-11:55 AM,TREES,140
Cycle Exercise,TuTh,11:00 AM-11:55 AM,TREES,140
Kettle Bell And Conditioning,TuTh,11:00 AM-11:55 AM,TREES,140
Prin Of Strength & Conditning,MoWe,02:00 PM-02:55 PM,TREES,166
Prin Of Strength & Conditning,MoWe,03:00 PM-03:50 PM,TREES,166
Prin Of Strength & Conditning,TuTh,03:00 PM-03:50 PM,TREES,166
Tch Hlth & Wellness Elem Schls,We,04:30 PM-07:10 PM,TREES,166
Nutrition In Exercise & Spor,Mo,07:30 PM-08:25 PM,TREES,166
Nutrition In Exercise & Spor,Mo,07:30 PM-08:25 PM,TREES,166
Sports And Drugs,We,10:00 AM-10:55 AM,TREES,166
Athletic Injury Prevention,Th,06:00 PM-08:55 PM,TREES,169
Athletic Injury Prevention,Th,06:00 PM-08:55 PM,TREES,169
First Aid And Cpr,Th,08:30 AM-10:25 AM,TREES,169
First Aid And Cpr,Th,08:30 AM-10:25 AM,TREES,169
Athletic Injury Prevention Lab,Th,09:00 PM-09:55 PM,TREES,169
Athletic Injury Prevention Lab,Th,09:00 PM-09:55 PM,TREES,169
Life Guarding 1,MoWe,10:00 AM-11:25 AM,TREES,169
Amer Red Cros Lifeguard Instrc,MoWe,10:00 AM-11:25 AM,TREES,169
First Aid And Cpr,Mo,12:00 PM-01:55 PM,TREES,169
First Aid And Cpr,Mo,12:00 PM-01:55 PM,TREES,169
First Aid And Cpr,Tu,12:00 PM-01:55 PM,TREES,169
First Aid And Cpr,Tu,12:00 PM-01:55 PM,TREES,169
First Aid And Cpr,We,12:00 PM-01:55 PM,TREES,169
First Aid And Cpr,We,12:00 PM-01:55 PM,TREES,169
Aerobic Mix,MoWe,01:00 PM-01:55 PM,TREES,000DS
Bootcamp Fitness,MoWe,02:00 PM-02:55 PM,TREES,000DS
Bootcamp Fitness,MoWe,02:00 PM-02:55 PM,TREES,000DS
Bootcamp Fitness,MoWe,02:00 PM-02:55 PM,TREES,000DS
Total Body Fusion,TuTh,03:00 PM-03:55 PM,TREES,000DS
Body Sculpting 1,TuTh,04:00 PM-04:55 PM,TREES,000DS
Body Sculpting 1,TuTh,04:00 PM-04:55 PM,TREES,000DS
Aerobic Mix,MoWe,05:00 PM-05:55 PM,TREES,000DS
Aerobic Fitness Boxing,TuTh,05:30 PM-06:25 PM,TREES,000DS
Latin Rhythm And Swing,Fr,06:00 PM-07:55 PM,TREES,000DS
Dance Production 2,TuTh,06:30 PM-08:30 PM,TREES,000DS
Yoga And Pilates Instructor,Mo,08:00 AM-09:50 AM,TREES,000DS
Aerobics Instructor,Th,08:00 AM-09:50 AM,TREES,000DS
Group Fitness Instructor,Tu,08:00 AM-09:50 AM,TREES,000DS
Resistance Training Instructor,We,08:00 AM-09:50 AM,TREES,000DS
Modern Dance 2,TuTh,10:00 AM-10:55 AM,TREES,000DS
Modern Dance 2,TuTh,10:00 AM-10:55 AM,TREES,000DS
Modern Dance 1,MoWe,11:00 AM-11:55 AM,TREES,000DS
Jazz 1,TuTh,11:00 AM-11:55 AM,TREES,000DS
Jazz 1,TuTh,11:00 AM-11:55 AM,TREES,000DS
Basketball 1 - Co-Educational,MoWe,01:30 PM-02:25 PM,TREES,00GYM
Basketball 1 - Co-Educational,TuTh,01:30 PM-02:25 PM,TREES,00GYM
Volleyball 1,MoWe,02:30 PM-03:25 PM,TREES,00GYM
Volleyball 1,TuTh,02:30 PM-03:25 PM,TREES,00GYM
Sports Conditioning,MoWe,10:00 AM-10:55 AM,TREES,00GYM
Basketball 1 - Co-Educational,TuTh,10:30 AM-11:25 AM,TREES,00GYM
Jiu Jitsu,TuTh,01:30 PM-02:25 PM,TREES,0MPRL
Fitness Kick Boxing,MoWe,02:00 PM-02:55 PM,TREES,0MPRL
Personal Defense 1,Mo,03:00 PM-04:55 PM,TREES,0MPRL
Personal Defense 1,We,03:00 PM-04:55 PM,TREES,0MPRL
Aerobic Fitness Boxing,TuTh,03:30 PM-04:25 PM,TREES,0MPRL
Beginning Karate,MoWe,05:00 PM-05:55 PM,TREES,0MPRL
Judo 1,Tu,07:00 PM-08:55 PM,TREES,0MPRL
Fitness Boxing 1,MoTh,07:15 PM-08:10 PM,TREES,0MPRL
Fitness Kick Boxing,MoTh,08:15 PM-09:10 PM,TREES,0MPRL
West African Dance,MoWe,10:00 AM-11:15 AM,TREES,0MPRL
Tae Kwon Do 1,TuTh,11:30 AM-12:25 PM,TREES,0MPRL
Tae Kwon Do 2,TuTh,11:30 AM-12:25 PM,TREES,0MPRL
Comparative Dance Expression,MoWe,11:30 AM-12:45 PM,TREES,0MPRL
Judo 1,TuTh,12:30 PM-01:25 PM,TREES,0MPRL
Judo 2,TuTh,12:30 PM-01:25 PM,TREES,0MPRL
Aquatic Conditioning,MoWe,01:30 PM-02:25 PM,TREES,0POOL
Water Aerobics 1,TuTh,06:30 PM-07:25 PM,TREES,0POOL
Beginning Swimming,TuTh,07:30 PM-08:25 PM,TREES,0POOL
Intermediate Swimming,TuTh,07:30 PM-08:25 PM,TREES,0POOL
Intermediate Swimming,TuTh,10:30 AM-11:25 AM,TREES,0POOL
Water Aerobics 1,TuTh,12:00 PM-12:55 PM,TREES,0POOL
Racquetball 1,TuTh,01:30 PM-02:25 PM,TREES,
Racquetball 1,MoWe,02:30 PM-03:25 PM,TREES,
Racquetball 1,TuTh,02:30 PM-03:25 PM,TREES,
Special Topics In Physcl Anth,Tu,01:00 PM-03:50 PM,WWPH,1102
History Of Paleoanthropology,Tu,01:00 PM-03:50 PM,WWPH,1102
Primate Biology,We,01:00 PM-04:20 PM,WWPH,1102
Primate Biology,We,01:00 PM-04:20 PM,WWPH,1102
Physical Anthropology,We,08:30 AM-09:20 AM,WWPH,1102
Choosing Your Path: Internship,Tu,05:00 PM-05:50 PM,WWPH,1429
Mastering The University,Mo,05:00 PM-05:55 PM,WWPH,1429
Mastering The University,Tu,05:00 PM-05:55 PM,WWPH,1429
Mechc Of Matls Cvl & Env Engr,MoWeFr,01:00 PM-01:50 PM,WWPH,1500
Stat & Problty For Bus Mg,TuTh,01:00 PM-02:15 PM,WWPH,1500
US In The Middle Eas,MoWe,02:00 PM-02:50 PM,WWPH,1500
Stat & Problty For Bus Mg,TuTh,02:30 PM-03:45 PM,WWPH,1500
Introduction To Money & Bankng,MoWe,03:00 PM-04:15 PM,WWPH,1500
Discrete Structures For Cs,TuTh,04:00 PM-05:15 PM,WWPH,1500
United States Since 1945,MoWe,04:30 PM-05:45 PM,WWPH,1500
Construction Managemen,Tu,05:30 PM-08:00 PM,WWPH,1500
Consumer Law,Mo,06:00 PM-08:30 PM,WWPH,1500
Introduction To Legal Studies,Th,06:00 PM-08:30 PM,WWPH,1500
White Collar Crime,We,06:00 PM-08:30 PM,WWPH,1500
Game Theory Principles,TuTh,09:30 AM-10:45 AM,WWPH,1500
Stat & Problty For Bus Mg,MoWeFr,10:00 AM-10:50 AM,WWPH,1500
Modern Latin America,TuTh,11:00 AM-11:50 AM,WWPH,1500
Differential Equations,MoWeFr,12:00 PM-12:50 PM,WWPH,1500
Intro To Matrices & Linear Alg,MoWeFr,01:00 PM-01:50 PM,WWPH,1501
Intro  International Economics,TuTh,01:00 PM-02:15 PM,WWPH,1501
Analytc Geometry & Calculus 1,MoWeFr,02:00 PM-02:50 PM,WWPH,1501
Xenophobia In Modern Europe,TuTh,02:30 PM-03:45 PM,WWPH,1501
Computr Orgztn & Assmbly Lang,MoWe,03:00 PM-04:15 PM,WWPH,1501
Computr Orgztn & Assmbly Lang,MoWe,03:00 PM-04:15 PM,WWPH,1501
Stat & Problty For Bus Mg,TuTh,04:00 PM-05:15 PM,WWPH,1501
Computr Orgztn & Assmbly Lang,MoWe,04:30 PM-05:45 PM,WWPH,1501
Computr Orgztn & Assmbly Lang,MoWe,04:30 PM-05:45 PM,WWPH,1501
Principles Homeland Security,Mo,06:00 PM-08:30 PM,WWPH,1501
Principles Homeland Security,Mo,06:00 PM-08:30 PM,WWPH,1501
Critical Iss In Crimnl Justice,Th,06:00 PM-08:30 PM,WWPH,1501
Public Law And Moral Reasoning,Tu,06:00 PM-08:30 PM,WWPH,1501
Introduction To Criminology,We,06:00 PM-08:30 PM,WWPH,1501
United States 1865-Presen,TuTh,09:00 AM-09:50 AM,WWPH,1501
Analytc Geometry & Calculus 1,MoWeFr,10:00 AM-10:50 AM,WWPH,1501
United States To 1877,TuTh,10:00 AM-10:50 AM,WWPH,1501
Sport And Global Capitalism,TuTh,11:00 AM-12:15 PM,WWPH,1501
Differential Equations,MoWeFr,12:00 PM-12:50 PM,WWPH,1501
Business Calculus,MoWeFr,01:00 PM-01:50 PM,WWPH,1700
Data Structures,TuTh,01:00 PM-02:15 PM,WWPH,1700
Data Structures,TuTh,01:00 PM-02:15 PM,WWPH,1700
Intro To Biopsychology,TuTh,02:30 PM-03:45 PM,WWPH,1700
Rsrch Methds Political Science,TuTh,04:00 PM-04:50 PM,WWPH,1700
Abnormal Psychology,Mo,06:00 PM-08:30 PM,WWPH,1700
Research Methods,We,06:00 PM-08:30 PM,WWPH,1700
Spec Topics In Cultrl Anthro,TuTh,09:30 AM-10:45 AM,WWPH,1700
Introduction To Sociology,MoWe,11:00 AM-11:50 AM,WWPH,1700
Introduction To Afrcna Studies,TuTh,11:00 AM-12:15 PM,WWPH,1700
"Magc, Wtchcraf & Suprnatrl Bdy",MoWe,12:00 PM-12:50 PM,WWPH,1700
Pots And People,TuTh,02:30 PM-03:45 PM,WWPH,2102
Social Theory,MoWeFr,01:00 PM-01:50 PM,WWPH,2200
Race And The City,TuTh,01:00 PM-02:15 PM,WWPH,2200
Social Research Methods,TuTh,02:30 PM-03:45 PM,WWPH,2200
Science In Society,MoWeFr,03:00 PM-03:50 PM,WWPH,2200
Social Problems,TuTh,04:00 PM-05:15 PM,WWPH,2200
Urban Sociology,Mo,06:00 PM-08:30 PM,WWPH,2200
Society And Environmen,Th,06:00 PM-08:30 PM,WWPH,2200
Capstone Research Practicum,We,06:00 PM-08:30 PM,WWPH,2200
Political Sociology,MoWeFr,09:00 AM-09:50 AM,WWPH,2200
Social Research Methods,TuTh,09:30 AM-10:45 AM,WWPH,2200
Health And Illness,MoWeFr,10:00 AM-10:50 AM,WWPH,2200
Medical Sociology,MoWeFr,11:00 AM-11:50 AM,WWPH,2200
Social Research Methods,TuTh,11:00 AM-12:15 PM,WWPH,2200
Social Theory,MoWeFr,12:00 PM-12:50 PM,WWPH,2200
Quantitative Methods,TuTh,02:00 PM-03:15 PM,WWPH,2800
Social Movements,Mo,02:00 PM-04:25 PM,WWPH,2800
Complex Organizations,We,02:00 PM-04:25 PM,WWPH,2800
Working Women,MoWe,04:30 PM-05:45 PM,WWPH,2800
Sociology Of Literature,Th,06:00 PM-08:30 PM,WWPH,2800
Social Theory,Tu,06:00 PM-08:30 PM,WWPH,2800
Selected Archeological Problem,MoWe,03:00 PM-04:15 PM,WWPH,3300
Field Methods,TuTh,03:00 PM-05:00 PM,WWPH,3300
Field Methods,TuTh,03:00 PM-05:00 PM,WWPH,3300
Ancnt States In The New Worl,We,06:00 PM-08:30 PM,WWPH,3300
Ancnt States In The New Worl,We,06:00 PM-08:30 PM,WWPH,3300
Special Topics In Cultrl Anth,Mo,09:00 AM-11:55 AM,WWPH,3300
Special Topics In Cultrl Anth,Mo,09:00 AM-11:55 AM,WWPH,3300
Special Topics In Cultrl Anth,We,09:00 AM-11:55 AM,WWPH,3300
Undergraduate Seminar,TuTh,11:00 AM-12:15 PM,WWPH,3300
Spec Topcs Comp Archlgy Part 2,Fr,12:00 PM-01:30 PM,WWPH,3300
Human Ecology,TuTh,01:00 PM-02:15 PM,WWPH,3301
Undergraduate Seminar,TuTh,02:30 PM-03:45 PM,WWPH,3301
Undergraduate Seminar,MoWe,03:00 PM-04:15 PM,WWPH,3301
Origins Of Cities,TuTh,04:00 PM-05:15 PM,WWPH,3301
Anthropology Of Law,MoWe,04:30 PM-05:45 PM,WWPH,3301
Undergraduate Seminar,Th,06:00 PM-08:30 PM,WWPH,3301
Undergraduate Seminar,Tu,06:00 PM-08:30 PM,WWPH,3301
Special Topics In Cultrl Anth,Tu,06:00 PM-08:30 PM,WWPH,3301
Cultural Anthro Core Course,TuTh,09:00 AM-10:55 AM,WWPH,3301
Selected Archeological Problem,We,09:00 AM-12:00 PM,WWPH,3301
Archelgcl Data Recov & Anal 2,Mo,11:00 AM-02:55 PM,WWPH,3301
Gender In East Asia,TuTh,11:00 AM-12:15 PM,WWPH,3301
Anthropology Of Foo,TuTh,01:00 PM-02:15 PM,WWPH,3415
Freshman Engineering Seminar 2,We,02:00 PM-02:50 PM,WWPH,3415
Bus & Pol Econ Modern China,TuTh,02:30 PM-03:45 PM,WWPH,3415
Introduction To Archeology,We,06:00 PM-08:30 PM,WWPH,3415
Religion And Culture,TuTh,09:30 AM-10:45 AM,WWPH,3415
Special Topics In Cultrl Anth,TuTh,11:00 AM-12:15 PM,WWPH,3415
Iss In Dvlpmnt Mgmnt & Policy,We,03:00 PM-05:55 PM,WWPH,3431
Introductory Seminar,Th,01:00 PM-03:25 PM,WWPH,3501
Introductory Seminar,Tu,01:00 PM-03:25 PM,WWPH,3501
Violence and Memory in Latin America,Tu,03:30 PM-05:55 PM,WWPH,3501
Capstone Seminar,Tu,06:00 PM-08:30 PM,WWPH,3501
Approaches To Global History,We,12:00 PM-02:25 PM,WWPH,3501
Capstone Seminar,Mo,12:15 PM-02:40 PM,WWPH,3501
Glbl Apprchs Conc Of Modernity,Tu,01:00 PM-03:25 PM,WWPH,3700
Medieval Government & Society,We,02:00 PM-04:25 PM,WWPH,3700
Mass Violence In 20th Century,TuTh,04:00 PM-05:15 PM,WWPH,3700
Introductory Seminar,We,09:30 AM-11:55 AM,WWPH,3700
Introductory Seminar,Mo,12:00 PM-02:25 PM,WWPH,3700
Capstone Seminar,Tu,01:00 PM-03:25 PM,WWPH,3701
European Empires In The Worl,We,03:00 PM-05:25 PM,WWPH,3701
Introductory Seminar,Tu,03:30 PM-05:55 PM,WWPH,3701
Capstone Seminar,We,12:00 PM-02:25 PM,WWPH,3701
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
Independent Study,Th,11:00 AM-11:50 AM,WWPH,3711
